NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT04573062,Natural History of Post-Coronavirus Disease 19 Convalescence at the National Institutes of Health,https://clinicaltrials.gov/study/NCT04573062,,RECRUITING,"Background:

People who get COVID-19 have a wide range of symptoms. They also recover from COVID-19 in different ways. In this study, researchers will use survey data to describe the different ways people experience and recover from COVID-19. They will also use the data to help create future studies to understand why some people do not fully recover.

Objective:

To learn more about the range and timing of symptoms that people have before, during, and after COVID-19 infection.

Eligibility:

People ages 18 and older who can give documentation of a positive COVID-19 or antibody test.

Design:

Participants will be screened with a telephone interview. It will take 15 minutes. They will provide their COVID-19 test results and medical records.

Participants will complete a second telephone interview. It will take 30 60 minutes. They will also take online surveys every 3 months for 3 years.

The interview and surveys will ask participants about their health before they got COVID-19, what happened while they had COVID-19, and what their recovery has been like.

Participants will get log-in data to take the online surveys. Completing all of the surveys the first time may take up to 3 hours. Follow-up surveys will take up to 30 minutes. Participants do not have to complete the surveys in one sitting. They will be able to save their progress and finish the surveys later.

Participants may be contacted to take part in other research studies.",NO,Post-Coronavirus Disease 19,,"Screening Phase, The number and severity of persistent symptoms associated with COVID-19 convalescence. Collected data will be used to characterize different narratives of COVID-19 convalescence., End of Study|Phase C: Deep Phenotyping, Phase C: Immune system and inflammatory signaling characterization in at baseline and following maximal exercise exertion using flow cytometry, RNA sequencing, multiplex immunochemical analysis, NK cell functional analysis. Microbiome characterization at baseline and following maximal exercise exertion using shotgun metagenomics. Bioenergetics, autonomic, and metabolic characterization using mitochondrial plasmid genotyping, pulmonary spirometry, gas exchange measurements during exercise, metabolic chamber measurements of total body energy use, metabolomic analysis of stool, mitochondrion proteomics and metabolomics from muscle, and functional respiration of PBMCs using extracellular flux mito stress assay., End of Study|Phase B: Evaluation, Phase B: Standard clinical and research evaluations will be used to measure cardiopulmonary, neurological, and functional status and identify individuals with unknown PASC., End of Study",,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"ADULT, OLDER_ADULT",,1590,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,10000089|000089-N,2022-01-02,2027-12-31,2027-12-31,2020-10-05,,2025-10-17,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States",
